타파, 60, 165
나차, 97, 195
아차, 90, 165
타카, 49, 178
나나, 64, 167
다바, 67, 196
자하, 73, 145
타아, 68, 194
나라, 83, 177
바마, 45, 143
마라, 79, 166
자라, 73, 145
하타, 40, 192
자바, 57, 194
아다, 79, 158
차가, 96, 162
아마, 70, 169
아차, 77, 174
차나, 66, 180
파다, 92, 156
아나, 68, 190
타카, 75, 167
가자, 79, 179
아카, 66, 151
파나, 60, 167
나바, 77, 151
라하, 97, 141
라타, 46, 186
라바, 41, 173
바카, 48, 191
나하, 80, 149
마바, 95, 167
파카, 73, 170
아바, 96, 140
파다, 42, 162
라아, 96, 193
차라, 53, 161
카카, 93, 199
사나, 54, 177
라카, 99, 155
파바, 63, 183
나차, 86, 151
자하, 69, 179
카라, 78, 165
차차, 44, 151
파카, 66, 155
나라, 92, 192
사파, 61, 142
다아, 94, 198
라카, 87, 169
가마, 54, 179
아자, 48, 180
나마, 83, 157
바나, 64, 152
마가, 49, 181
파바, 55, 171
아마, 84, 185
다카, 78, 165
파바, 99, 147
자마, 64, 140
하타, 52, 166
사사, 86, 164
차다, 71, 187
차라, 93, 184
차파, 60, 188
아바, 95, 186
가사, 89, 173
자마, 55, 159
하차, 93, 194
아하, 75, 185
다차, 91, 197
파마, 99, 186
아차, 68, 186
하차, 87, 164
다가, 74, 174
타타, 53, 169
사아, 77, 193
타카, 80, 144
차카, 49, 141
하라, 84, 197
하파, 88, 179
가카, 45, 146
카타, 87, 151
차나, 82, 149
사아, 99, 185
타다, 66, 191
하나, 96, 149
자자, 79, 161
자가, 45, 182
하타, 89, 194
사나, 89, 142
사파, 42, 165
라자, 59, 180
가가, 40, 178
나아, 92, 172
가나, 47, 177
자차, 97, 197
카타, 49, 161
타자, 80, 158
바바, 58, 167
타마, 85, 189
사사, 68, 151
다사, 43, 180
차차, 88, 197
아다, 58, 144
바파, 85, 183
카바, 42, 161
라바, 64, 143
바자, 73, 185
타라, 68, 183
하바, 55, 154
나가, 76, 194
가바, 76, 174
타가, 93, 144
가자, 61, 142
아파, 75, 165
차하, 67, 171
하차, 57, 152
나아, 94, 175
자사, 81, 145
하다, 55, 151
나카, 91, 152
나하, 61, 141
사아, 57, 160
나바, 64, 152
타타, 75, 195
하하, 71, 166
자타, 77, 148
다아, 87, 196
차가, 40, 199
다마, 96, 142
다바, 55, 152
타사, 73, 163
차타, 82, 179
차라, 89, 171
자아, 52, 158
아라, 40, 165
나하, 57, 198
자다, 40, 141
마사, 85, 197
아카, 42, 189
자자, 50, 151
자나, 83, 154
파파, 89, 158
카자, 88, 181
라나, 57, 145
가파, 98, 198
나바, 86, 168
사아, 59, 184
가사, 85, 198
파카, 93, 152
나다, 44, 168
타타, 60, 178
자자, 87, 141
가마, 72, 181
타다, 80, 183
가카, 76, 181
하바, 70, 182
바사, 72, 155
라자, 72, 149
다차, 77, 167
나바, 53, 165
가차, 67, 163
라파, 56, 178
하가, 48, 182
타라, 52, 191
바자, 62, 193
가차, 94, 198
카타, 62, 152
다사, 88, 184
라나, 66, 194
파바, 57, 167
카나, 90, 188
하라, 73, 186
카타, 70, 183
나타, 77, 199
라파, 73, 170
자하, 96, 174
차자, 42, 185
파하, 55, 162
라타, 90, 176
나라, 57, 170
하카, 51, 199
다파, 99, 154
다다, 50, 163
나하, 83, 166
아타, 92, 146
사마, 76, 184
하카, 79, 162
하차, 46, 198
나나, 81, 160
다하, 55, 169
카차, 70, 189
카자, 67, 199
사차, 79, 188
사하, 93, 185
바마, 73, 153
차바, 98, 195
파하, 57, 174
바하, 86, 185
아사, 41, 149
사카, 63, 161
차파, 65, 160
차사, 84, 190
카나, 48, 147
파카, 42, 187
하라, 47, 188
가마, 49, 173
마나, 55, 184
아파, 74, 168
나바, 66, 166
하타, 81, 169
바차, 64, 184
타라, 72, 149
마사, 58, 198
라카, 84, 148
타타, 72, 142
마타, 89, 151
파바, 93, 187
아바, 74, 171
하파, 50, 194
사카, 44, 174
마라, 80, 182
마하, 63, 191
다나, 72, 149
라자, 92, 192
바나, 77, 164
하카, 80, 177
나라, 71, 165
카바, 42, 142
라파, 59, 175
차아, 74, 140
바다, 93, 148
바타, 69, 196
다가, 52, 171
차하, 85, 185
다하, 56, 153
아자, 42, 148
다다, 62, 151
다타, 91, 195
마자, 94, 169
가라, 52, 184
가아, 72, 168
차카, 78, 196
가카, 70, 158
라라, 94, 141
바카, 40, 150
라차, 45, 177
사카, 74, 180
아라, 73, 164
라타, 63, 158
파나, 48, 148
차카, 49, 196
다파, 46, 140
가파, 98, 147
가바, 77, 190
가파, 97, 174
자자, 57, 194
마바, 60, 178
파바, 84, 180
나파, 54, 199
사아, 66, 161
마차, 72, 178
다파, 58, 163
사카, 97, 156
다파, 71, 150
사파, 40, 140
나카, 40, 168
다마, 44, 189
차바, 47, 142
파바, 58, 196
카다, 47, 170
바카, 59, 194
가하, 84, 156
차자, 42, 161
차하, 71, 172
카사, 47, 155
카아, 76, 162
하마, 83, 168
타나, 49, 164
가하, 66, 196
라바, 74, 187
타바, 65, 165
타파, 60, 164
라차, 70, 180
가카, 42, 167
가바, 61, 192
카마, 86, 185
마자, 67, 173
나파, 71, 157
자사, 55, 190
차차, 96, 186
파바, 93, 191
카다, 40, 156
라차, 44, 190
파타, 93, 159
타타, 73, 147
파사, 64, 189
하카, 45, 198
차파, 65, 170
사나, 71, 141
나타, 60, 192
타바, 86, 148
하차, 90, 160
마나, 95, 157
파자, 79, 169
사다, 54, 199
라사, 77, 150
바나, 92, 148
아바, 73, 171
마아, 57, 152
사아, 84, 166
차아, 93, 153
타라, 51, 148
타다, 99, 177
타타, 41, 168
타아, 81, 169
타하, 71, 179
라카, 95, 193
타타, 80, 178
자라, 77, 155
차바, 61, 166
마타, 71, 154
아자, 77, 159
가하, 88, 175
파자, 44, 158
라마, 68, 144
가카, 61, 174
카카, 86, 194
바파, 63, 181
타카, 85, 157
자하, 55, 147
다차, 61, 154
가바, 41, 163
타차, 76, 184
타차, 52, 193
라파, 74, 171
사아, 93, 149
파카, 74, 183
나마, 82, 155
자사, 51, 199
사마, 72, 163
다아, 69, 145
다타, 60, 177
아파, 99, 163
타라, 61, 156
마다, 59, 162
아가, 93, 172
바차, 88, 155
타바, 83, 189
바파, 44, 196
아파, 86, 161
사차, 53, 141
카차, 79, 190
바나, 55, 145
하나, 40, 145
라카, 81, 191
아타, 67, 191
바나, 92, 190
파파, 76, 173
카아, 99, 195
사자, 91, 151
라사, 89, 193
다다, 84, 167
카마, 54, 193
하라, 89, 192
자다, 64, 189
마하, 52, 172
라바, 77, 144
가라, 69, 152
다사, 89, 192
바나, 64, 143
카아, 67, 173
파아, 79, 150
마하, 73, 158
아나, 70, 183
아라, 59, 159
카타, 81, 183
마라, 70, 186
사다, 96, 164
나라, 45, 184
아나, 94, 182
차카, 51, 149
라마, 76, 195
카타, 50, 172
다아, 81, 155
바카, 46, 167
사파, 69, 140
다차, 74, 170
타사, 69, 190
하파, 74, 162
카바, 89, 182
바자, 71, 145
하나, 65, 147
아나, 84, 171
자하, 48, 178
파타, 42, 151
차마, 82, 162
파타, 58, 159
나차, 43, 196
하나, 80, 198
파사, 46, 155
카마, 47, 170
카아, 47, 185
나차, 73, 182
라아, 48, 185
파마, 51, 182
마카, 67, 140
자아, 89, 189
사라, 98, 197
파가, 51, 178
가마, 85, 143
파사, 53, 193
사하, 47, 185
파자, 70, 159
아아, 50, 196
나아, 97, 148
다타, 51, 180
아타, 83, 157
차타, 71, 169
카카, 58, 167
사가, 76, 167
가사, 60, 163
가타, 66, 199
다바, 80, 186
카다, 80, 146
사타, 92, 140
나나, 81, 171
카차, 93, 162
아다, 60, 151
사하, 76, 152
다바, 56, 195
아마, 44, 192
카아, 51, 185
가파, 75, 180
자타, 71, 156
차라, 63, 155
가자, 43, 154
다파, 46, 189
하가, 96, 187
자마, 51, 175
나파, 96, 149
타마, 76, 173
카라, 55, 154
라나, 68, 168
파사, 61, 192
나마, 63, 141
마사, 99, 197
가차, 73, 180
타마, 70, 147
나하, 52, 155
차가, 82, 161
마차, 92, 167
차바, 73, 178
파차, 73, 195
사다, 69, 158
라다, 58, 190
카라, 93, 175
타바, 86, 170
라가, 78, 176
아나, 44, 186
자라, 76, 169
라자, 77, 185
타다, 62, 188
나사, 98, 141
나자, 57, 177
마파, 59, 166
다바, 66, 197
사사, 78, 174
사자, 80, 175
차다, 55, 142
타다, 88, 172
하자, 54, 188
타자, 60, 166
바마, 49, 163
나아, 97, 183
다나, 51, 167
라마, 96, 188
바아, 45, 178
라아, 90, 187
사사, 44, 173
바아, 52, 152
다다, 60, 164
라자, 94, 197
가카, 48, 175
하라, 87, 141
바다, 51, 166
하타, 92, 199
파라, 78, 178
사바, 59, 167
타다, 42, 186
나사, 68, 183
하아, 94, 192
다가, 95, 158
하사, 60, 185
라사, 57, 192
하자, 95, 194
파카, 64, 154
하자, 54, 153
아다, 77, 190
차파, 74, 156
가가, 46, 175
나가, 81, 194
라하, 50, 198
타라, 80, 154
마자, 69, 182
가하, 79, 198
마차, 68, 193
차아, 46, 155
자마, 93, 192
가사, 48, 153
다라, 53, 165
마타, 87, 149
다아, 43, 184
다하, 52, 142
다나, 50, 144
자자, 79, 140
마파, 81, 171
자차, 74, 195
바라, 76, 165
카자, 82, 198
다카, 81, 145
라아, 75, 159
차다, 67, 195
타카, 65, 152
카하, 58, 197
자가, 81, 193
파자, 40, 178
아라, 55, 192
마나, 74, 192
차사, 49, 178
타라, 48, 194
하나, 51, 153
가자, 87, 152
사카, 76, 153
마가, 54, 173
차라, 72, 154
파아, 76, 157
아카, 83, 198
차다, 90, 186
하자, 73, 149
아라, 55, 168
사자, 52, 152
나아, 79, 140
타하, 80, 182
차다, 96, 194
사가, 58, 156
자다, 98, 140
바아, 76, 196
나라, 40, 159
가하, 67, 182
다사, 92, 140
가마, 79, 183
나카, 79, 152
라타, 63, 196
아카, 95, 191
자파, 71, 152
바라, 85, 158
차가, 72, 191
가타, 44, 155
바차, 77, 181
카가, 92, 196
바가, 75, 182
다나, 49, 183
차타, 48, 195
차자, 61, 160
가라, 54, 160
하라, 75, 158
마차, 40, 181
차가, 69, 198
자사, 97, 144
하나, 77, 167
마가, 98, 162
바타, 88, 170
가바, 73, 177
하하, 51, 197
가하, 81, 152
파타, 50, 144
하다, 85, 168
아가, 80, 192
사타, 95, 144
바라, 75, 168
아파, 99, 172
가사, 48, 155
자가, 66, 174
하가, 45, 168
차카, 60, 172
카아, 79, 179
자차, 96, 186
타타, 78, 140
다차, 43, 190
하사, 82, 153
차차, 53, 198
차차, 85, 169
아파, 99, 182
가가, 86, 165
하다, 82, 157
다하, 82, 197
라아, 83, 156
사자, 52, 180
라가, 48, 193
카타, 91, 176
자다, 85, 197
파사, 91, 178
카차, 76, 157
사다, 54, 141
파다, 54, 152
하차, 71, 195
마카, 93, 178
카카, 84, 187
라아, 82, 191
라하, 96, 194
하바, 80, 147
사카, 48, 197
나타, 71, 175
카바, 77, 178
차자, 79, 197
자가, 90, 151
가다, 77, 147
사아, 41, 184
가다, 88, 179
가가, 97, 186
타나, 65, 160
차가, 41, 158
하타, 86, 189
자하, 89, 154
자아, 64, 191
카자, 71, 192
다사, 82, 165
하자, 68, 174
타나, 98, 194
아사, 57, 197
나마, 78, 191
타가, 51, 168
바아, 67, 140
자파, 50, 169
카카, 91, 199
카타, 94, 143
타타, 72, 153
가가, 50, 195
마카, 99, 193
타사, 75, 174
타사, 67, 178
파자, 93, 184
타하, 98, 160
하나, 96, 195
바자, 99, 157
나가, 57, 182
카하, 74, 164
차카, 73, 191
타타, 97, 142
바마, 67, 150
아라, 48, 173
아나, 66, 146
타자, 47, 143
나하, 51, 198
차라, 44, 195
다하, 88, 191
마다, 50, 195
나카, 44, 155
타카, 62, 179
바사, 90, 176
나사, 74, 181
사나, 76, 161
사사, 50, 158
카다, 57, 183
나자, 76, 194
차자, 75, 150
아파, 56, 172
사자, 61, 173
파자, 87, 149
라바, 40, 171
자바, 95, 150
하카, 52, 191
다다, 73, 181
가파, 91, 185
하라, 95, 180
타타, 99, 181
자나, 72, 172
카아, 63, 166
나아, 99, 140
아차, 78, 183
자차, 51, 171
타아, 61, 161
나파, 76, 150
나타, 79, 180
사바, 47, 161
나타, 89, 156
다자, 64, 149
파사, 73, 195
마하, 55, 193
라하, 48, 143
타하, 64, 187
사나, 61, 177
타카, 50, 155
아다, 99, 147
라차, 76, 185
바마, 48, 148
카가, 78, 197
자타, 59, 165
하파, 83, 153
아카, 66, 165
나파, 52, 159
마라, 84, 166
하파, 44, 171
하라, 58, 165
사아, 80, 190
사나, 94, 158
라다, 94, 198
나나, 87, 169
아마, 54, 169
자자, 49, 190
라타, 94, 172
자나, 61, 196
가자, 46, 195
하파, 99, 149
파나, 93, 183
자카, 50, 179
타하, 92, 164
마바, 48, 181
파나, 76, 161
파나, 55, 145
아바, 82, 171
카사, 43, 188
다바, 57, 148
다나, 88, 147
파파, 56, 186
카다, 60, 190
하라, 55, 174
파라, 65, 152
차바, 95, 165
아자, 57, 186
가타, 42, 155
마하, 84, 158
아파, 47, 177
파아, 80, 186
아카, 53, 170
파하, 76, 183
바나, 75, 175
차바, 85, 193
하가, 54, 179
라차, 63, 183
파라, 70, 142
다다, 78, 166
자바, 79, 181
아바, 40, 172
파아, 52, 144
파하, 66, 148
라다, 98, 140
마가, 78, 161
파차, 69, 167
타자, 56, 176
라다, 85, 151
마카, 50, 162
아가, 64, 181
마자, 41, 186
사하, 81, 142
파가, 57, 189
가차, 44, 173
자바, 45, 151
타파, 83, 198
하마, 80, 173
다사, 82, 188
하차, 46, 162
차타, 77, 182
파가, 98, 197
아자, 91, 147
하자, 61, 158
아다, 63, 170
아다, 43, 193
파파, 89, 196
나가, 40, 154
가타, 53, 179
카사, 77, 194
마차, 50, 195
아파, 97, 161
하아, 41, 178
파다, 67, 142
나카, 76, 188
자사, 73, 172
하파, 59, 169
파라, 43, 165
자마, 71, 154
카자, 84, 151
다자, 96, 171
차하, 91, 175
하나, 48, 153
파차, 80, 198
자사, 83, 159
자가, 47, 153
나타, 80, 144
아하, 67, 142
자가, 42, 158
파가, 48, 192
바하, 79, 161
라차, 63, 183
파아, 72, 163
